id,gender,age,height,weight,bmr,activity_level,tdee
7583,Male,22,174,64,1622.5,Sedentary,1947.0
7584,Male,50,201,85,1861.25,Sedentary,2233.5
7585,Female,37,170,59,1306.5,Lightly Active,1796.4375
7586,Female,47,154,53,1096.5,Sedentary,1315.8
7587,Male,62,165,83,1556.25,Moderately Active,2412.1875
7588,Female,25,163,65,1382.75,Very Active,2385.24375
7589,Female,55,164,56,1149.0,Super Active,2183.1
7590,Male,34,180,66,1620.0,Very Active,2794.5
7591,Female,61,165,53,1095.25,Moderately Active,1697.6375
7592,Male,18,180,98,2020.0,Super Active,3838.0
7593,Female,20,180,61,1474.0,Lightly Active,2026.75
7594,Female,63,161,69,1220.25,Sedentary,1464.3
7595,Female,43,190,80,1611.5,Moderately Active,2497.8250000000003
7596,Male,48,179,81,1693.75,Sedentary,2032.5
7597,Female,25,161,54,1260.25,Lightly Active,1732.84375
7598,Male,60,199,70,1648.75,Super Active,3132.625
7599,Male,63,170,73,1482.5,Moderately Active,2297.875
7600,Female,25,169,76,1530.25,Super Active,2907.475
7601,Male,52,190,63,1562.5,Moderately Active,2421.875
7602,Female,56,158,80,1346.5,Lightly Active,1851.4375
7603,Male,45,199,88,1903.75,Lightly Active,2617.65625
7604,Male,21,172,94,1915.0,Lightly Active,2633.125
7605,Female,33,188,55,1399.0,Sedentary,1678.8
7606,Female,30,186,52,1371.5,Very Active,2365.8375
7607,Female,37,178,78,1546.5,Super Active,2938.35
7608,Female,22,168,63,1409.0,Moderately Active,2183.9500000000003
7609,Male,54,184,85,1735.0,Super Active,3296.5
7610,Male,37,191,79,1803.75,Very Active,3111.46875
7611,Male,41,174,95,1837.5,Sedentary,2205.0
7612,Female,53,160,71,1284.0,Sedentary,1540.8
7613,Male,51,185,74,1646.25,Very Active,2839.78125
7614,Female,62,184,58,1259.0,Moderately Active,1951.45
7615,Male,65,170,65,1392.5,Very Active,2402.0625
7616,Female,51,152,65,1184.0,Sedentary,1420.8
7617,Male,36,192,95,1975.0,Sedentary,2370.0
7618,Male,34,209,74,1881.25,Super Active,3574.375
7619,Female,22,175,61,1432.75,Moderately Active,2220.7625000000003
7620,Male,42,197,99,2016.25,Moderately Active,3125.1875
7621,Female,35,187,59,1422.75,Sedentary,1707.3
7622,Male,25,198,66,1777.5,Very Active,3066.1875
7623,Male,44,186,81,1757.5,Sedentary,2109.0
7624,Female,32,184,67,1499.0,Super Active,2848.1
7625,Female,62,190,67,1386.5,Very Active,2391.7125
7626,Male,30,200,61,1715.0,Sedentary,2058.0
7627,Male,33,174,89,1817.5,Moderately Active,2817.125
7628,Male,39,190,63,1627.5,Super Active,3092.25
7629,Male,37,165,84,1691.25,Sedentary,2029.5
7630,Male,30,184,80,1805.0,Sedentary,2166.0
7631,Male,37,208,84,1960.0,Lightly Active,2695.0
7632,Female,19,184,52,1414.0,Very Active,2439.15
7633,Female,52,170,76,1401.5,Lightly Active,1927.0625
7634,Female,64,150,55,1006.5,Moderately Active,1560.075
7635,Male,36,195,87,1913.75,Very Active,3301.21875
7636,Male,62,168,61,1355.0,Super Active,2574.5
7637,Male,54,205,80,1816.25,Very Active,3133.03125
7638,Female,23,167,66,1427.75,Sedentary,1713.3
7639,Female,31,174,52,1291.5,Sedentary,1549.8
7640,Male,21,186,82,1882.5,Sedentary,2259.0
7641,Male,39,202,74,1812.5,Very Active,3126.5625
7642,Female,56,167,80,1402.75,Sedentary,1683.3
7643,Female,53,180,77,1469.0,Sedentary,1762.8
7644,Female,51,178,55,1246.5,Lightly Active,1713.9375
7645,Male,44,164,70,1510.0,Sedentary,1812.0
7646,Male,24,174,80,1772.5,Lightly Active,2437.1875
7647,Male,20,209,91,2121.25,Moderately Active,3287.9375
7648,Female,64,190,60,1306.5,Very Active,2253.7125
7649,Female,50,160,56,1149.0,Lightly Active,1579.875
7650,Male,19,187,81,1888.75,Very Active,3258.09375
7651,Male,59,172,73,1515.0,Very Active,2613.375
7652,Female,33,152,56,1184.0,Super Active,2249.6
7653,Male,42,204,80,1870.0,Lightly Active,2571.25
7654,Female,32,150,51,1126.5,Sedentary,1351.8
7655,Female,41,173,52,1235.25,Super Active,2346.975
7656,Male,32,181,69,1666.25,Lightly Active,2291.09375
7657,Female,48,179,57,1287.75,Lightly Active,1770.65625
7658,Male,31,181,60,1581.25,Moderately Active,2450.9375
7659,Female,31,188,50,1359.0,Sedentary,1630.8
7660,Female,23,150,58,1241.5,Moderately Active,1924.325
7661,Male,31,179,90,1868.75,Very Active,3223.59375
7662,Female,34,153,67,1295.25,Sedentary,1554.3
7663,Male,35,169,72,1606.25,Moderately Active,2489.6875
7664,Male,37,185,63,1606.25,Moderately Active,2489.6875
7665,Female,34,164,52,1214.0,Sedentary,1456.8
7666,Male,33,187,65,1658.75,Lightly Active,2280.78125
7667,Male,57,172,93,1725.0,Very Active,2975.625
7668,Male,56,174,100,1812.5,Super Active,3443.75
7669,Male,49,165,77,1561.25,Super Active,2966.375
7670,Male,61,171,95,1718.75,Super Active,3265.625
7671,Male,26,178,85,1837.5,Very Active,3169.6875
7672,Female,44,185,79,1565.25,Sedentary,1878.3
7673,Male,63,170,92,1672.5,Sedentary,2007.0
7674,Female,50,157,68,1250.25,Sedentary,1500.3
7675,Female,27,172,76,1539.0,Super Active,2924.1
7676,Male,34,161,62,1461.25,Lightly Active,2009.21875
7677,Female,53,182,71,1421.5,Moderately Active,2203.3250000000003
7678,Female,34,162,79,1471.5,Super Active,2795.85
7679,Male,35,164,63,1485.0,Very Active,2561.625
7680,Male,40,174,87,1762.5,Sedentary,2115.0
7681,Male,51,202,72,1732.5,Moderately Active,2685.375
7682,Female,25,161,79,1510.25,Sedentary,1812.3
7683,Female,30,180,62,1434.0,Sedentary,1720.8
7684,Male,40,193,62,1631.25,Sedentary,1957.5
7685,Male,37,183,80,1763.75,Lightly Active,2425.15625
7686,Female,39,174,54,1271.5,Moderately Active,1970.825
7687,Female,64,170,71,1291.5,Super Active,2453.85
7688,Female,40,152,64,1229.0,Lightly Active,1689.875
7689,Female,58,159,80,1342.75,Very Active,2316.24375
7690,Male,52,196,66,1630.0,Very Active,2811.75
7691,Female,20,166,56,1336.5,Super Active,2539.35
7692,Female,51,184,54,1274.0,Moderately Active,1974.7
7693,Female,50,174,80,1476.5,Super Active,2805.35
7694,Female,63,151,79,1257.75,Lightly Active,1729.40625
7695,Male,34,203,89,1993.75,Moderately Active,3090.3125
7696,Male,62,173,70,1476.25,Very Active,2546.53125
7697,Female,36,153,66,1275.25,Moderately Active,1976.6375
7698,Female,47,175,80,1497.75,Moderately Active,2321.5125000000003
7699,Male,40,167,67,1518.75,Moderately Active,2354.0625
7700,Male,32,196,90,1970.0,Super Active,3743.0
7701,Female,31,171,58,1332.75,Sedentary,1599.3
7702,Female,19,162,66,1416.5,Lightly Active,1947.6875
7703,Male,56,174,78,1592.5,Moderately Active,2468.375
7704,Male,35,178,71,1652.5,Moderately Active,2561.375
7705,Male,23,207,98,2163.75,Super Active,4111.125
7706,Male,49,205,77,1811.25,Lightly Active,2490.46875
7707,Male,38,187,62,1603.75,Lightly Active,2205.15625
7708,Male,57,166,68,1437.5,Very Active,2479.6875
7709,Female,45,164,79,1429.0,Lightly Active,1964.875
7710,Male,44,166,60,1422.5,Lightly Active,1955.9375
7711,Male,19,189,99,2081.25,Moderately Active,3225.9375
7712,Male,50,177,88,1741.25,Sedentary,2089.5
7713,Male,33,183,94,1923.75,Moderately Active,2981.8125
7714,Female,56,179,78,1457.75,Super Active,2769.725
7715,Female,39,176,72,1464.0,Lightly Active,2013.0
7716,Male,60,163,94,1663.75,Sedentary,1996.5
7717,Female,64,163,76,1297.75,Moderately Active,2011.5125
7718,Female,30,160,68,1369.0,Very Active,2361.525
7719,Female,19,175,55,1387.75,Super Active,2636.725
7720,Female,31,170,51,1256.5,Super Active,2387.35
7721,Female,55,158,77,1321.5,Super Active,2510.85
7722,Female,58,150,75,1236.5,Moderately Active,1916.575
7723,Male,45,203,93,1978.75,Sedentary,2374.5
7724,Male,24,210,90,2097.5,Sedentary,2517.0
7725,Male,35,197,92,1981.25,Lightly Active,2724.21875
7726,Male,58,170,63,1407.5,Sedentary,1689.0
7727,Male,53,188,73,1645.0,Very Active,2837.625
7728,Female,58,190,58,1316.5,Super Active,2501.35
7729,Male,53,169,79,1586.25,Moderately Active,2458.6875
7730,Male,61,185,79,1646.25,Super Active,3127.875
7731,Female,21,164,67,1429.0,Super Active,2715.1
7732,Female,47,151,71,1257.75,Very Active,2169.61875
7733,Male,41,209,77,1876.25,Super Active,3564.875
7734,Female,37,175,53,1277.75,Super Active,2427.725
7735,Female,63,151,57,1037.75,Very Active,1790.11875
7736,Female,48,160,61,1209.0,Very Active,2085.525
7737,Female,41,182,57,1341.5,Sedentary,1609.8
7738,Male,24,180,64,1650.0,Super Active,3135.0
7739,Female,43,170,50,1186.5,Lightly Active,1631.4375
7740,Male,30,198,79,1882.5,Lightly Active,2588.4375
7741,Male,25,168,94,1870.0,Lightly Active,2571.25
7742,Female,22,179,56,1407.75,Very Active,2428.36875
7743,Female,61,188,79,1499.0,Super Active,2848.1
7744,Female,30,170,63,1381.5,Sedentary,1657.8
7745,Male,46,176,70,1575.0,Super Active,2992.5
7746,Female,37,156,68,1309.0,Lightly Active,1799.875
7747,Female,31,171,79,1542.75,Moderately Active,2391.2625000000003
7748,Female,49,156,54,1109.0,Lightly Active,1524.875
7749,Female,44,151,68,1242.75,Very Active,2143.74375
7750,Female,42,186,52,1311.5,Super Active,2491.85
7751,Male,21,173,90,1881.25,Very Active,3245.15625
7752,Female,38,157,57,1200.25,Sedentary,1440.3
7753,Female,35,178,58,1356.5,Super Active,2577.35
7754,Female,56,156,54,1074.0,Super Active,2040.6
7755,Male,32,190,87,1902.5,Super Active,3614.75
7756,Female,55,171,66,1292.75,Moderately Active,2003.7625
7757,Male,65,197,76,1671.25,Super Active,3175.375
7758,Male,41,179,85,1768.75,Moderately Active,2741.5625
7759,Female,25,182,66,1511.5,Super Active,2871.85
7760,Female,45,188,58,1369.0,Lightly Active,1882.375
7761,Female,38,184,80,1599.0,Sedentary,1918.8
7762,Male,33,179,76,1718.75,Super Active,3265.625
7763,Male,33,190,92,1947.5,Very Active,3359.4375
7764,Male,52,179,93,1793.75,Lightly Active,2466.40625
7765,Male,34,170,82,1717.5,Very Active,2962.6875
7766,Male,26,209,89,2071.25,Very Active,3572.90625
7767,Male,52,160,86,1605.0,Moderately Active,2487.75
7768,Female,46,158,63,1226.5,Sedentary,1471.8
7769,Female,56,154,55,1071.5,Very Active,1848.3375
7770,Male,35,198,82,1887.5,Lightly Active,2595.3125
7771,Female,29,164,78,1499.0,Sedentary,1798.8
7772,Female,36,176,80,1559.0,Lightly Active,2143.625
7773,Male,65,195,63,1528.75,Very Active,2637.09375
7774,Male,39,177,72,1636.25,Sedentary,1963.5
7775,Female,32,167,66,1382.75,Super Active,2627.225
7776,Male,18,190,71,1812.5,Very Active,3126.5625
7777,Male,19,194,68,1802.5,Very Active,3109.3125
7778,Female,25,170,72,1496.5,Moderately Active,2319.5750000000003
7779,Male,39,197,80,1841.25,Lightly Active,2531.71875
7780,Female,42,171,71,1407.75,Super Active,2674.725
7781,Female,19,150,74,1421.5,Sedentary,1705.8
7782,Female,26,174,67,1466.5,Very Active,2529.7125
7783,Female,26,190,64,1536.5,Very Active,2650.4625
7784,Female,30,177,76,1555.25,Super Active,2954.975
7785,Male,23,181,96,1981.25,Very Active,3417.65625
7786,Male,47,160,90,1670.0,Lightly Active,2296.25
7787,Male,32,172,93,1850.0,Sedentary,2220.0
7788,Male,32,183,100,1988.75,Super Active,3778.625
7789,Female,24,170,74,1521.5,Super Active,2890.85
7790,Female,28,185,54,1395.25,Moderately Active,2162.6375000000003
7791,Male,57,202,63,1612.5,Sedentary,1935.0
7792,Female,55,165,60,1195.25,Super Active,2270.975
7793,Male,57,166,97,1727.5,Very Active,2979.9375
7794,Male,19,171,64,1618.75,Sedentary,1942.5
7795,Male,65,172,86,1615.0,Lightly Active,2220.625
7796,Female,56,189,53,1270.25,Super Active,2413.475
7797,Female,27,151,59,1237.75,Lightly Active,1701.90625
7798,Female,61,159,56,1087.75,Super Active,2066.725
7799,Female,34,162,50,1181.5,Very Active,2038.0875
7800,Male,24,210,61,1807.5,Moderately Active,2801.625
7801,Female,57,158,61,1151.5,Very Active,1986.3375
7802,Female,56,176,62,1279.0,Lightly Active,1758.625
7803,Female,21,157,65,1365.25,Sedentary,1638.3
7804,Male,52,196,85,1820.0,Lightly Active,2502.5
7805,Male,64,200,97,1905.0,Moderately Active,2952.75
7806,Female,53,173,54,1195.25,Super Active,2270.975
7807,Female,48,152,63,1179.0,Super Active,2240.1
7808,Female,42,175,75,1472.75,Lightly Active,2025.03125
7809,Female,58,185,62,1325.25,Sedentary,1590.3
7810,Male,30,201,68,1791.25,Super Active,3403.375
7811,Female,35,162,61,1286.5,Super Active,2444.35
7812,Female,38,160,72,1369.0,Moderately Active,2121.9500000000003
7813,Female,65,157,77,1265.25,Moderately Active,1961.1375
7814,Male,18,177,67,1691.25,Sedentary,2029.5
7815,Male,53,178,75,1602.5,Super Active,3044.75
7816,Female,25,151,64,1297.75,Very Active,2238.61875
7817,Female,65,150,68,1131.5,Lightly Active,1555.8125
7818,Female,38,160,60,1249.0,Super Active,2373.1
7819,Female,60,155,79,1297.75,Lightly Active,1784.40625
7820,Female,38,181,71,1490.25,Super Active,2831.475
7821,Male,44,201,93,1971.25,Moderately Active,3055.4375
7822,Male,36,189,77,1776.25,Sedentary,2131.5
7823,Male,40,179,74,1663.75,Very Active,2869.96875
7824,Female,60,178,78,1431.5,Moderately Active,2218.8250000000003
7825,Male,52,201,88,1881.25,Sedentary,2257.5
7826,Male,57,184,82,1690.0,Moderately Active,2619.5
7827,Male,59,182,82,1667.5,Lightly Active,2292.8125
7828,Female,65,154,61,1086.5,Super Active,2064.35
7829,Female,22,184,68,1559.0,Moderately Active,2416.4500000000003
7830,Male,58,200,66,1625.0,Sedentary,1950.0
7831,Female,25,187,53,1412.75,Super Active,2684.225
7832,Male,28,207,87,2028.75,Lightly Active,2789.53125
7833,Male,33,198,91,1987.5,Lightly Active,2732.8125
7834,Male,56,186,92,1807.5,Very Active,3117.9375
7835,Male,64,201,72,1661.25,Super Active,3156.375
7836,Female,41,159,77,1397.75,Lightly Active,1921.90625
7837,Female,38,151,79,1382.75,Moderately Active,2143.2625000000003
7838,Female,40,157,75,1370.25,Lightly Active,1884.09375
7839,Female,55,156,68,1219.0,Lightly Active,1676.125
7840,Male,64,210,93,1927.5,Lightly Active,2650.3125
7841,Female,25,172,73,1519.0,Very Active,2620.275
7842,Male,24,167,68,1608.75,Sedentary,1930.5
7843,Female,19,170,66,1466.5,Lightly Active,2016.4375
7844,Female,47,182,79,1531.5,Sedentary,1837.8
7845,Female,30,150,70,1326.5,Super Active,2520.35
7846,Male,40,193,64,1651.25,Sedentary,1981.5
7847,Male,46,194,99,1977.5,Super Active,3757.25
7848,Male,55,172,80,1605.0,Very Active,2768.625
7849,Male,54,170,64,1437.5,Super Active,2731.25
7850,Female,37,183,50,1297.75,Super Active,2465.725
7851,Male,50,201,67,1681.25,Moderately Active,2605.9375
7852,Male,46,174,84,1702.5,Very Active,2936.8125
7853,Female,32,152,77,1399.0,Lightly Active,1923.625
7854,Female,40,177,60,1345.25,Very Active,2320.55625
7855,Male,59,205,91,1901.25,Moderately Active,2946.9375
7856,Female,20,161,67,1415.25,Super Active,2688.975
7857,Male,54,183,87,1748.75,Very Active,3016.59375
7858,Female,46,182,77,1516.5,Moderately Active,2350.5750000000003
7859,Male,62,199,95,1888.75,Lightly Active,2597.03125
7860,Male,25,181,61,1621.25,Super Active,3080.375
7861,Male,39,162,90,1722.5,Very Active,2971.3125
7862,Male,46,173,60,1456.25,Very Active,2512.03125
7863,Male,19,161,62,1536.25,Super Active,2918.875
7864,Female,58,157,50,1030.25,Very Active,1777.18125
7865,Male,62,207,90,1888.75,Super Active,3588.625
7866,Male,18,197,88,2026.25,Moderately Active,3140.6875
7867,Male,61,192,92,1820.0,Super Active,3458.0
7868,Male,37,205,69,1791.25,Lightly Active,2462.96875
7869,Male,38,201,97,2041.25,Super Active,3878.375
7870,Female,54,181,74,1440.25,Very Active,2484.43125
7871,Female,25,174,51,1311.5,Super Active,2491.85
7872,Male,44,198,96,1982.5,Super Active,3766.75
7873,Female,64,170,69,1271.5,Super Active,2415.85
7874,Male,52,193,92,1871.25,Lightly Active,2572.96875
7875,Female,23,185,50,1380.25,Lightly Active,1897.84375
7876,Female,62,158,73,1246.5,Very Active,2150.2125
7877,Male,61,196,64,1565.0,Very Active,2699.625
7878,Female,36,170,60,1321.5,Super Active,2510.85
7879,Female,35,150,73,1331.5,Sedentary,1597.8
7880,Male,18,205,96,2156.25,Moderately Active,3342.1875
7881,Male,42,207,61,1698.75,Super Active,3227.625
7882,Female,44,175,55,1262.75,Moderately Active,1957.2625
7883,Female,24,189,65,1550.25,Lightly Active,2131.59375
7884,Female,61,152,69,1174.0,Very Active,2025.15
7885,Male,59,169,97,1736.25,Sedentary,2083.5
7886,Female,46,181,66,1400.25,Very Active,2415.43125
7887,Female,48,152,75,1299.0,Lightly Active,1786.125
7888,Female,61,153,65,1140.25,Super Active,2166.475
7889,Male,60,160,79,1495.0,Lightly Active,2055.625
7890,Male,53,193,93,1876.25,Sedentary,2251.5
7891,Male,36,173,67,1576.25,Super Active,2994.875
7892,Male,23,195,63,1738.75,Super Active,3303.625
7893,Female,42,151,60,1172.75,Sedentary,1407.3
7894,Male,48,168,95,1765.0,Very Active,3044.625
7895,Female,26,171,55,1327.75,Super Active,2522.725
7896,Female,37,152,68,1284.0,Very Active,2214.9
7897,Female,27,184,61,1464.0,Moderately Active,2269.2000000000003
7898,Female,54,187,77,1507.75,Sedentary,1809.3
7899,Male,44,195,94,1943.75,Moderately Active,3012.8125
7900,Male,30,180,65,1630.0,Super Active,3097.0
7901,Male,58,186,82,1697.5,Sedentary,2037.0
7902,Male,19,200,63,1790.0,Super Active,3401.0
7903,Male,38,187,60,1583.75,Sedentary,1900.5
7904,Female,50,163,57,1177.75,Very Active,2031.61875
7905,Male,41,194,68,1692.5,Lightly Active,2327.1875
7906,Male,61,195,74,1658.75,Lightly Active,2280.78125
7907,Male,59,194,83,1752.5,Sedentary,2103.0
7908,Male,51,204,67,1695.0,Moderately Active,2627.25
7909,Female,26,169,79,1555.25,Sedentary,1866.3
7910,Female,19,170,77,1576.5,Very Active,2719.4625
7911,Female,47,183,80,1547.75,Moderately Active,2399.0125000000003
7912,Female,39,182,62,1401.5,Sedentary,1681.8
7913,Female,63,168,72,1294.0,Sedentary,1552.8
7914,Male,28,191,73,1788.75,Super Active,3398.625
7915,Female,60,180,61,1274.0,Very Active,2197.65
7916,Female,34,160,59,1259.0,Very Active,2171.775
7917,Female,53,157,68,1235.25,Lightly Active,1698.46875
7918,Male,30,175,90,1848.75,Super Active,3512.625
7919,Male,24,201,94,2081.25,Moderately Active,3225.9375
7920,Female,33,187,71,1552.75,Lightly Active,2135.03125
7921,Male,50,176,79,1645.0,Very Active,2837.625
7922,Male,62,198,75,1682.5,Sedentary,2019.0
7923,Female,18,188,69,1614.0,Super Active,3066.6
7924,Male,28,187,95,1983.75,Very Active,3421.96875
7925,Male,23,170,78,1732.5,Very Active,2988.5625
7926,Male,37,169,61,1486.25,Super Active,2823.875
7927,Female,52,166,75,1366.5,Very Active,2357.2125
7928,Female,61,160,66,1194.0,Lightly Active,1641.75
7929,Female,54,165,78,1380.25,Super Active,2622.475
7930,Male,58,183,73,1588.75,Very Active,2740.59375
7931,Female,43,181,72,1475.25,Very Active,2544.80625
7932,Male,29,176,76,1720.0,Super Active,3268.0
7933,Male,47,203,96,1998.75,Sedentary,2398.5
7934,Male,45,195,73,1728.75,Moderately Active,2679.5625
7935,Female,44,184,74,1509.0,Super Active,2867.1
7936,Female,59,152,71,1204.0,Sedentary,1444.8
7937,Female,36,180,76,1544.0,Very Active,2663.4
7938,Female,22,156,53,1234.0,Lightly Active,1696.75
7939,Male,22,187,63,1693.75,Very Active,2921.71875
7940,Female,58,174,54,1176.5,Very Active,2029.4625
7941,Male,44,191,89,1868.75,Sedentary,2242.5
7942,Female,45,161,68,1300.25,Super Active,2470.475
7943,Female,43,179,53,1272.75,Moderately Active,1972.7625
7944,Female,44,179,67,1407.75,Moderately Active,2182.0125000000003
7945,Male,59,190,92,1817.5,Super Active,3453.25
7946,Male,38,180,95,1890.0,Super Active,3591.0
7947,Male,18,204,90,2090.0,Lightly Active,2873.75
7948,Male,45,210,96,2052.5,Super Active,3899.75
7949,Male,65,162,73,1422.5,Lightly Active,1955.9375
7950,Female,32,162,63,1321.5,Super Active,2510.85
7951,Male,34,210,66,1807.5,Lightly Active,2485.3125
7952,Male,43,199,99,2023.75,Super Active,3845.125
7953,Male,37,205,83,1931.25,Super Active,3669.375
7954,Male,42,200,63,1675.0,Moderately Active,2596.25
7955,Female,30,187,58,1437.75,Very Active,2480.11875
7956,Male,50,176,62,1475.0,Very Active,2544.375
7957,Female,42,165,80,1460.25,Lightly Active,2007.84375
7958,Female,25,156,52,1209.0,Sedentary,1450.8
7959,Female,22,152,64,1319.0,Moderately Active,2044.45
7960,Male,23,178,72,1722.5,Super Active,3272.75
7961,Female,40,165,75,1420.25,Moderately Active,2201.3875000000003
7962,Male,47,161,84,1616.25,Sedentary,1939.5
7963,Male,31,176,83,1780.0,Moderately Active,2759.0
7964,Male,40,189,96,1946.25,Sedentary,2335.5
7965,Male,28,206,92,2072.5,Sedentary,2487.0
7966,Male,48,169,73,1551.25,Sedentary,1861.5
7967,Female,23,174,67,1481.5,Sedentary,1777.8
7968,Female,28,186,61,1471.5,Sedentary,1765.8
7969,Male,30,192,96,2015.0,Super Active,3828.5
7970,Female,29,158,59,1271.5,Moderately Active,1970.825
7971,Male,19,177,65,1666.25,Very Active,2874.28125
7972,Female,52,163,65,1247.75,Very Active,2152.36875
7973,Female,53,179,50,1192.75,Super Active,2266.225
7974,Female,34,173,52,1270.25,Lightly Active,1746.59375
7975,Female,45,152,56,1124.0,Sedentary,1348.8
7976,Female,45,188,79,1579.0,Moderately Active,2447.4500000000003
7977,Male,39,181,76,1701.25,Sedentary,2041.5
7978,Male,55,201,89,1876.25,Sedentary,2251.5
7979,Female,24,187,71,1597.75,Very Active,2756.11875
7980,Male,32,176,80,1745.0,Sedentary,2094.0
7981,Female,49,155,64,1202.75,Moderately Active,1864.2625
7982,Male,28,171,97,1903.75,Moderately Active,2950.8125
7983,Female,41,187,65,1452.75,Very Active,2505.99375
7984,Female,20,184,66,1549.0,Super Active,2943.1
7985,Female,47,159,51,1107.75,Very Active,1910.86875
7986,Male,23,176,67,1660.0,Very Active,2863.5
7987,Male,19,190,90,1997.5,Sedentary,2397.0
7988,Female,31,179,77,1572.75,Lightly Active,2162.53125
7989,Female,58,171,76,1377.75,Super Active,2617.725
7990,Male,35,199,96,2033.75,Super Active,3864.125
7991,Male,61,186,62,1482.5,Super Active,2816.75
7992,Male,48,180,74,1630.0,Sedentary,1956.0
7993,Male,30,161,63,1491.25,Very Active,2572.40625
7994,Male,43,167,94,1773.75,Sedentary,2128.5
7995,Female,61,168,62,1204.0,Moderately Active,1866.2
7996,Male,29,166,95,1847.5,Lightly Active,2540.3125
7997,Female,35,178,51,1286.5,Lightly Active,1768.9375
7998,Female,26,168,69,1449.0,Sedentary,1738.8
7999,Male,38,202,89,1967.5,Very Active,3393.9375
8000,Male,65,200,98,1910.0,Super Active,3629.0
8001,Female,57,154,63,1146.5,Moderately Active,1777.075
8002,Male,60,194,81,1727.5,Moderately Active,2677.625
8003,Female,41,176,55,1284.0,Lightly Active,1765.5
8004,Male,51,162,88,1642.5,Very Active,2833.3125
8005,Male,25,177,82,1806.25,Super Active,3431.875
8006,Male,61,210,63,1642.5,Lightly Active,2258.4375
8007,Female,50,167,69,1322.75,Very Active,2281.74375
8008,Male,40,202,85,1917.5,Super Active,3643.25
8009,Female,30,165,52,1240.25,Sedentary,1488.3
8010,Male,31,191,72,1763.75,Very Active,3042.46875
8011,Female,31,172,80,1559.0,Moderately Active,2416.4500000000003
8012,Male,33,161,99,1836.25,Very Active,3167.53125
8013,Female,55,152,72,1234.0,Very Active,2128.65
8014,Female,56,161,51,1075.25,Very Active,1854.80625
8015,Female,43,172,66,1359.0,Super Active,2582.1
8016,Female,43,160,60,1224.0,Super Active,2325.6
8017,Female,18,178,73,1591.5,Sedentary,1909.8
8018,Female,49,155,52,1082.75,Sedentary,1299.3
8019,Male,32,176,100,1945.0,Super Active,3695.5
8020,Female,38,183,72,1512.75,Super Active,2874.225
8021,Female,35,186,57,1396.5,Lightly Active,1920.1875
8022,Female,47,160,71,1314.0,Very Active,2266.65
8023,Male,30,174,97,1912.5,Very Active,3299.0625
8024,Male,41,171,99,1858.75,Moderately Active,2881.0625
8025,Male,47,175,73,1593.75,Super Active,3028.125
8026,Female,19,181,80,1675.25,Super Active,3182.975
8027,Male,36,182,70,1662.5,Sedentary,1995.0
8028,Male,64,197,92,1836.25,Sedentary,2203.5
8029,Female,61,190,65,1371.5,Very Active,2365.8375
8030,Female,64,184,73,1399.0,Very Active,2413.275
8031,Male,42,175,73,1618.75,Super Active,3075.625
8032,Female,31,170,57,1316.5,Very Active,2270.9625
8033,Female,23,175,62,1437.75,Super Active,2731.725
8034,Female,29,150,52,1151.5,Moderately Active,1784.825
8035,Female,37,166,51,1201.5,Moderately Active,1862.325
8036,Male,40,163,77,1593.75,Lightly Active,2191.40625
8037,Female,47,176,74,1444.0,Sedentary,1732.8
8038,Male,47,166,78,1587.5,Lightly Active,2182.8125
8039,Male,55,177,62,1456.25,Moderately Active,2257.1875
8040,Male,47,163,68,1468.75,Very Active,2533.59375
8041,Male,58,208,98,1995.0,Sedentary,2394.0
8042,Female,47,180,50,1229.0,Sedentary,1474.8
8043,Female,53,186,51,1246.5,Lightly Active,1713.9375
8044,Female,51,154,74,1286.5,Sedentary,1543.8
8045,Male,33,170,97,1872.5,Moderately Active,2902.375
8046,Male,41,174,87,1757.5,Very Active,3031.6875
8047,Male,31,205,93,2061.25,Lightly Active,2834.21875
8048,Female,43,176,52,1244.0,Very Active,2145.9
8049,Male,25,193,62,1706.25,Lightly Active,2346.09375
8050,Female,31,169,75,1490.25,Super Active,2831.475
8051,Female,48,157,57,1150.25,Sedentary,1380.3
8052,Female,19,152,64,1334.0,Super Active,2534.6
8053,Female,65,181,54,1185.25,Sedentary,1422.3
8054,Male,21,187,89,1958.75,Super Active,3721.625
8055,Female,18,174,67,1506.5,Very Active,2598.7125
8056,Male,37,194,67,1702.5,Moderately Active,2638.875
8057,Female,31,176,61,1394.0,Lightly Active,1916.75
8058,Male,57,186,87,1752.5,Sedentary,2103.0
8059,Male,42,181,95,1876.25,Lightly Active,2579.84375
8060,Female,42,153,51,1095.25,Moderately Active,1697.6375
8061,Female,20,188,69,1604.0,Super Active,3047.6
8062,Female,22,160,73,1459.0,Very Active,2516.775
8063,Male,55,181,96,1821.25,Lightly Active,2504.21875
8064,Female,43,174,57,1281.5,Super Active,2434.85
8065,Female,57,173,61,1245.25,Sedentary,1494.3
8066,Male,55,184,89,1770.0,Lightly Active,2433.75
8067,Female,55,157,79,1335.25,Lightly Active,1835.96875
8068,Male,21,195,73,1848.75,Sedentary,2218.5
8069,Female,24,180,63,1474.0,Moderately Active,2284.7000000000003
8070,Male,47,162,64,1422.5,Super Active,2702.75
8071,Male,47,164,90,1695.0,Lightly Active,2330.625
8072,Female,36,153,55,1165.25,Super Active,2213.975
8073,Male,56,178,83,1667.5,Very Active,2876.4375
8074,Female,52,186,74,1481.5,Super Active,2814.85
